ID,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome
27189,30,admin.,married,secondary,no,0,no,no,cellular,15,oct,86,1,140,3,failure
27191,39,blue-collar,married,secondary,no,1102,yes,no,cellular,15,may,124,1,357,3,failure
27192,35,blue-collar,married,secondary,no,156,yes,no,cellular,8,may,302,1,283,3,failure
27195,50,services,married,secondary,no,320,no,no,telephone,21,dec,294,3,315,4,success
27197,36,admin.,divorced,secondary,no,454,yes,no,cellular,18,nov,165,1,131,1,failure
27210,29,blue-collar,married,secondary,no,59,yes,yes,cellular,14,may,100,3,356,2,failure
27221,39,technician,single,tertiary,no,25,yes,no,cellular,28,dec,315,1,210,2,success
27224,45,management,divorced,tertiary,no,839,yes,no,cellular,11,may,340,1,264,4,failure
27225,70,retired,divorced,secondary,no,4572,no,no,cellular,8,jul,173,11,162,5,failure
27234,34,services,divorced,secondary,no,991,yes,no,cellular,6,may,89,1,344,1,failure
27235,27,blue-collar,single,secondary,no,2,no,no,telephone,13,may,15,7,366,10,other
27239,64,retired,married,secondary,no,1220,no,no,cellular,5,mar,84,1,88,1,failure
27252,36,management,married,tertiary,no,521,no,yes,cellular,18,nov,135,2,152,1,other
27255,60,self-employed,married,primary,no,362,no,yes,cellular,28,jan,326,1,183,6,success
27259,44,blue-collar,married,primary,no,279,yes,no,cellular,17,apr,85,1,339,6,other
27264,51,technician,single,secondary,no,527,yes,no,cellular,30,jan,197,1,2,3,other
27268,30,student,single,secondary,no,2046,no,no,telephone,21,apr,595,3,254,1,failure
27297,38,management,single,tertiary,no,1027,yes,no,cellular,6,sep,387,2,188,3,success
27299,44,blue-collar,married,secondary,no,466,yes,yes,cellular,14,may,158,5,350,1,other
27301,32,student,married,tertiary,no,744,yes,no,cellular,14,may,506,2,352,1,other
27316,44,blue-collar,married,primary,no,186,yes,no,cellular,13,may,152,1,370,1,failure
27337,53,technician,married,secondary,no,3398,no,yes,telephone,20,nov,88,6,113,13,other
27349,29,management,married,secondary,no,231,no,no,cellular,14,may,1075,1,14,1,failure
27354,52,admin.,divorced,secondary,no,3029,yes,yes,cellular,12,may,65,2,285,2,failure
27358,37,management,married,tertiary,no,332,yes,no,cellular,14,aug,190,2,84,7,failure
27364,27,student,single,secondary,no,1164,no,no,cellular,21,oct,256,2,104,2,failure
27369,48,technician,married,secondary,no,568,yes,no,cellular,2,sep,378,2,386,1,success
27400,33,management,married,tertiary,no,0,yes,no,cellular,9,mar,305,1,326,1,success
27407,67,retired,married,primary,no,942,no,no,cellular,6,nov,455,2,84,2,other
27410,42,admin.,divorced,secondary,no,490,yes,no,cellular,8,feb,203,2,188,1,failure
27411,53,entrepreneur,married,secondary,no,230,yes,no,cellular,4,feb,56,2,250,1,other
27416,40,management,single,tertiary,no,1509,no,no,cellular,12,may,333,1,58,3,failure
27418,36,management,married,tertiary,no,495,no,no,cellular,12,mar,213,3,182,6,success
27425,45,admin.,married,secondary,no,1214,yes,no,cellular,2,feb,150,2,189,2,failure
27431,50,self-employed,married,secondary,no,0,yes,no,telephone,12,may,352,2,175,11,other
27439,48,services,divorced,secondary,no,457,yes,no,cellular,11,may,199,1,326,5,other
27442,36,management,married,secondary,no,1160,yes,no,cellular,15,apr,56,1,323,3,failure
27462,29,blue-collar,divorced,secondary,no,302,yes,no,cellular,5,feb,116,1,192,8,other
27471,51,services,married,secondary,no,107,yes,no,telephone,13,may,99,2,369,4,failure
27491,54,admin.,married,secondary,no,956,yes,yes,telephone,11,may,136,2,362,1,other
27506,29,services,single,secondary,no,40,yes,no,cellular,18,may,105,1,355,2,failure
27510,36,management,single,tertiary,no,436,no,no,cellular,13,apr,567,1,595,2,failure
27516,38,technician,married,tertiary,no,732,no,no,cellular,2,nov,53,2,161,1,failure
27524,34,management,married,tertiary,no,2374,yes,yes,cellular,18,jun,270,2,314,2,failure
27525,51,blue-collar,married,secondary,no,160,yes,no,cellular,7,may,136,1,359,1,failure
27526,32,technician,single,secondary,no,28,yes,no,cellular,17,apr,598,1,150,1,failure
27533,61,housemaid,married,primary,no,848,no,no,cellular,27,apr,605,1,187,1,other
27536,43,blue-collar,divorced,primary,no,515,yes,no,cellular,13,apr,199,2,146,1,failure
27537,46,services,married,secondary,no,1381,yes,no,cellular,22,may,115,3,379,1,failure
27545,48,management,single,tertiary,no,86,no,no,cellular,28,jun,281,3,186,6,other
27553,34,technician,single,secondary,no,440,yes,no,cellular,6,may,445,2,345,2,failure
27555,44,admin.,married,secondary,no,10905,no,no,cellular,19,aug,240,2,271,1,other
27557,30,management,single,tertiary,no,1761,yes,no,cellular,15,may,229,2,294,1,other
27566,33,management,single,tertiary,no,506,no,no,cellular,4,jun,176,1,91,2,success
27571,55,management,married,primary,no,2587,no,no,cellular,4,sep,328,2,94,2,success
27575,53,blue-collar,married,secondary,no,3815,no,no,telephone,20,nov,75,2,149,3,failure
27578,31,student,single,secondary,no,1776,no,no,cellular,15,jun,220,1,207,1,other
27589,36,services,married,primary,no,413,yes,no,telephone,13,may,60,1,176,1,failure
27595,55,blue-collar,married,primary,no,2102,yes,no,cellular,12,may,64,4,371,1,failure
27603,40,blue-collar,single,secondary,no,82,yes,no,cellular,13,may,135,6,370,5,failure
27605,38,technician,married,secondary,no,318,no,no,cellular,5,aug,274,1,182,6,success
27606,75,retired,married,primary,no,1413,no,no,cellular,1,sep,532,2,188,2,success
27613,33,technician,single,secondary,no,781,yes,no,cellular,3,jun,266,1,27,1,failure
27614,48,management,single,tertiary,no,460,yes,no,cellular,3,feb,91,3,264,2,other
27615,34,admin.,married,primary,no,412,yes,no,cellular,13,may,217,1,287,2,failure
27622,57,retired,married,tertiary,no,1292,no,no,cellular,1,jun,151,1,69,1,failure
27628,28,technician,single,tertiary,no,372,yes,yes,cellular,15,may,201,3,294,2,success
27630,35,technician,married,tertiary,no,0,yes,yes,cellular,23,sep,112,1,62,6,other
27642,24,student,single,secondary,no,431,no,no,cellular,19,aug,418,11,185,5,success
27643,62,retired,married,primary,no,3738,no,no,telephone,10,aug,151,3,185,1,failure
27644,33,blue-collar,married,secondary,no,3514,yes,no,cellular,20,nov,214,2,184,2,failure
27651,38,management,married,tertiary,no,5432,yes,yes,cellular,19,nov,408,1,183,1,failure
27656,55,self-employed,married,secondary,no,12159,yes,no,cellular,20,nov,142,2,174,2,failure
27657,27,services,married,secondary,no,199,no,no,cellular,4,feb,108,2,195,6,failure
27662,29,admin.,single,tertiary,no,14,no,no,cellular,29,sep,87,1,120,1,failure
27665,37,management,married,tertiary,no,238,no,no,cellular,3,feb,185,1,92,1,success
27676,26,blue-collar,single,primary,no,619,yes,yes,cellular,14,may,720,1,352,1,failure
27680,46,management,single,tertiary,no,6651,no,no,cellular,22,may,114,1,60,1,failure
27682,47,services,married,secondary,no,367,yes,no,cellular,12,may,309,1,306,4,success
27688,35,self-employed,married,tertiary,no,1178,yes,yes,cellular,14,oct,727,3,182,2,other
27692,36,entrepreneur,single,tertiary,no,658,yes,no,cellular,29,jan,99,1,227,3,failure
27694,71,retired,married,tertiary,no,653,no,no,telephone,3,sep,471,1,189,1,success
27696,54,technician,married,secondary,no,65,no,no,cellular,28,may,309,4,93,4,failure
27699,30,management,single,tertiary,no,5359,no,no,cellular,19,aug,145,1,84,2,success
27706,46,admin.,married,secondary,no,0,yes,yes,cellular,20,apr,239,2,259,2,failure
27718,58,management,married,tertiary,no,1602,no,no,cellular,21,nov,1032,10,115,3,failure
27721,41,technician,single,tertiary,no,1646,yes,no,cellular,5,may,258,1,90,7,success
27728,41,blue-collar,married,secondary,no,140,yes,no,cellular,3,jun,96,1,125,2,failure
27731,70,retired,married,primary,no,3230,no,no,cellular,11,jan,300,2,48,1,failure
27750,50,blue-collar,married,secondary,no,16,yes,no,cellular,7,may,290,1,356,11,failure
27751,37,services,married,primary,no,0,yes,no,cellular,12,may,631,1,344,1,success
27768,80,retired,married,secondary,no,2354,no,no,telephone,4,feb,739,1,181,2,failure
27775,29,technician,single,tertiary,no,1669,no,no,cellular,30,apr,196,1,86,1,success
27776,34,entrepreneur,single,secondary,no,339,yes,no,cellular,6,may,110,2,359,2,failure
27783,27,management,single,tertiary,no,1840,no,no,cellular,1,jun,220,1,28,8,other
27790,52,technician,married,secondary,no,221,yes,no,cellular,5,may,178,2,363,3,failure
27794,48,services,divorced,secondary,no,201,yes,no,cellular,12,may,242,3,371,2,failure
27799,48,management,married,tertiary,no,3494,no,no,cellular,28,jan,145,3,97,1,other
27802,29,technician,single,secondary,no,468,yes,no,cellular,18,may,37,1,370,3,failure
27803,37,blue-collar,single,secondary,no,1127,yes,no,cellular,17,apr,72,2,281,1,failure
27806,41,unemployed,married,primary,no,557,yes,no,cellular,17,nov,158,1,173,1,failure
27810,63,technician,married,secondary,no,896,yes,no,cellular,28,jan,115,3,91,4,other
27814,31,blue-collar,single,secondary,no,953,yes,no,cellular,14,may,479,1,346,2,success
27834,41,management,married,tertiary,no,666,yes,no,cellular,20,nov,106,3,183,3,failure
27840,28,student,single,secondary,no,1925,no,no,cellular,20,aug,147,1,90,1,failure
27841,43,blue-collar,married,primary,no,188,yes,no,cellular,12,may,58,3,347,5,failure
27853,43,management,married,tertiary,no,1336,yes,yes,cellular,27,may,82,2,309,1,failure
27862,34,admin.,married,secondary,no,471,yes,no,cellular,8,may,146,3,340,2,failure
27865,21,admin.,single,secondary,no,66,yes,no,cellular,15,may,31,1,330,2,failure
27879,79,retired,married,primary,no,3025,no,no,cellular,11,dec,166,3,126,3,other
27881,31,self-employed,married,secondary,no,581,yes,no,cellular,13,oct,845,1,152,6,failure
27893,55,blue-collar,married,secondary,no,2059,yes,no,cellular,11,may,149,1,259,4,failure
27903,37,services,married,secondary,no,335,yes,no,cellular,12,may,107,2,368,2,failure
27909,46,entrepreneur,divorced,secondary,no,1187,no,yes,cellular,13,oct,92,1,327,1,failure
27916,35,management,married,tertiary,no,0,yes,no,cellular,11,nov,229,2,96,3,success
27918,33,management,divorced,tertiary,no,47,no,no,cellular,18,may,47,3,178,3,failure
27919,29,technician,single,secondary,no,382,no,no,cellular,27,aug,64,3,202,3,other
27931,50,technician,married,secondary,no,3654,no,no,cellular,29,oct,215,2,78,2,other
27932,34,technician,married,secondary,no,384,yes,no,cellular,6,sep,127,2,831,1,other
27934,53,services,married,secondary,no,341,no,no,cellular,12,aug,90,2,104,2,success
27941,36,blue-collar,married,secondary,no,402,no,yes,cellular,18,nov,86,2,154,1,failure
27944,43,blue-collar,married,secondary,no,408,yes,no,telephone,14,sep,6,1,838,3,other
27946,28,technician,single,secondary,no,584,yes,no,cellular,13,may,354,1,370,2,failure
27947,36,admin.,single,tertiary,no,635,no,no,cellular,26,may,80,1,102,1,failure
27951,37,services,single,secondary,no,248,yes,no,cellular,10,feb,77,1,279,2,failure
27956,42,entrepreneur,married,tertiary,no,2249,yes,no,telephone,18,nov,228,1,125,5,failure
27959,30,entrepreneur,married,secondary,no,392,yes,no,cellular,6,may,124,1,167,3,failure
27973,32,blue-collar,married,primary,no,1261,yes,no,cellular,21,nov,104,1,182,1,failure
27976,42,blue-collar,married,primary,no,686,yes,no,cellular,15,may,1326,6,175,3,failure
27986,34,admin.,married,secondary,no,4902,yes,no,cellular,6,may,59,1,167,1,failure
27990,59,self-employed,married,tertiary,no,185,no,no,cellular,22,jun,177,5,138,1,failure
27992,30,entrepreneur,married,tertiary,no,3037,yes,no,cellular,15,may,10,5,175,7,other
28008,51,services,married,secondary,no,867,yes,no,cellular,3,feb,177,2,211,3,failure
28010,32,entrepreneur,married,secondary,no,390,no,no,cellular,6,sep,440,1,280,1,failure
28012,49,management,single,tertiary,no,493,no,no,cellular,1,jun,161,1,39,1,failure
28025,29,admin.,single,tertiary,no,261,no,no,cellular,4,jun,66,1,79,19,failure
28035,61,blue-collar,married,secondary,no,681,yes,no,telephone,19,aug,173,6,492,2,failure
28036,21,services,single,secondary,no,361,no,no,telephone,5,jun,329,1,95,1,other
28039,52,admin.,married,secondary,no,0,no,no,cellular,22,apr,91,2,275,1,failure
28043,58,management,married,tertiary,no,2261,yes,no,cellular,3,jun,1361,1,391,1,failure
28050,57,admin.,married,primary,no,202,yes,no,cellular,20,apr,207,1,346,2,failure
28054,30,admin.,single,tertiary,no,261,no,no,cellular,19,oct,233,1,137,20,failure
28064,39,admin.,married,secondary,no,260,yes,no,cellular,17,apr,146,1,281,1,failure
28071,35,technician,married,tertiary,no,3160,yes,no,cellular,16,nov,445,2,95,1,failure
28086,60,housemaid,married,secondary,no,0,no,no,telephone,3,aug,676,2,181,5,failure
28096,37,management,single,tertiary,no,1027,yes,no,cellular,1,oct,137,1,119,1,failure
28101,50,admin.,divorced,secondary,no,769,no,no,cellular,28,jul,72,2,363,4,failure
28116,32,blue-collar,single,secondary,no,53,yes,no,cellular,6,may,153,1,169,2,failure
28118,34,admin.,single,secondary,no,296,no,no,cellular,20,nov,68,1,136,4,failure
28121,31,management,married,tertiary,no,0,yes,no,cellular,4,may,108,2,167,1,failure
28128,34,blue-collar,married,secondary,no,649,yes,no,cellular,6,may,224,1,363,1,other
28136,41,blue-collar,married,secondary,no,992,yes,yes,cellular,5,may,335,1,295,3,failure
28138,59,management,married,tertiary,no,0,no,no,cellular,17,nov,90,2,110,2,failure
28144,59,housemaid,divorced,tertiary,no,0,no,no,cellular,20,apr,379,1,332,2,other
28146,36,self-employed,married,tertiary,no,506,no,no,cellular,3,nov,217,1,70,2,failure
28156,58,blue-collar,married,secondary,no,6004,yes,no,cellular,13,may,133,1,274,6,failure
28157,36,self-employed,single,tertiary,no,351,no,no,cellular,30,apr,78,1,84,1,failure
28158,50,technician,married,secondary,no,0,yes,no,cellular,6,may,327,1,356,1,other
28163,26,entrepreneur,single,tertiary,no,725,no,no,cellular,5,feb,1916,2,189,29,other
28167,37,blue-collar,married,secondary,no,80,yes,yes,telephone,9,aug,6,1,461,5,failure
28181,54,management,married,tertiary,no,1014,no,yes,cellular,30,apr,240,1,162,2,failure
28184,35,services,single,secondary,no,3816,no,no,cellular,13,jan,331,2,195,1,other
28190,43,admin.,divorced,secondary,no,146,yes,no,cellular,7,may,274,3,358,2,failure
28194,67,retired,married,secondary,no,203,no,no,cellular,11,oct,405,1,266,2,success
28201,34,management,divorced,tertiary,no,0,no,no,cellular,5,feb,108,4,175,3,failure
28202,32,management,married,tertiary,no,272,yes,no,cellular,3,feb,188,4,209,1,failure
28203,29,unemployed,married,secondary,no,687,no,no,cellular,8,oct,309,2,88,6,other
28212,44,technician,married,secondary,no,533,yes,no,cellular,8,may,153,4,171,3,failure
28220,32,admin.,single,secondary,no,299,yes,no,cellular,20,apr,177,2,348,2,failure
28225,33,management,married,tertiary,no,1071,no,no,cellular,2,feb,84,2,174,4,failure
28230,57,services,married,secondary,no,0,yes,no,cellular,14,may,16,9,282,3,other
28244,70,retired,married,primary,no,2795,no,no,cellular,8,jul,480,1,181,2,success
28245,42,services,married,secondary,no,115,yes,yes,cellular,17,apr,161,1,149,2,failure
28246,43,blue-collar,married,secondary,no,948,yes,no,cellular,17,apr,185,1,336,2,other
28253,35,technician,single,secondary,no,705,yes,yes,cellular,15,may,177,1,361,3,failure
28258,45,services,divorced,secondary,no,0,yes,yes,cellular,21,nov,173,1,192,1,failure
28263,35,technician,divorced,secondary,yes,362,no,no,cellular,29,jan,329,2,240,8,other
28264,58,entrepreneur,married,primary,no,1153,yes,yes,telephone,12,may,206,6,337,6,failure
28268,35,admin.,married,secondary,no,220,yes,no,cellular,2,feb,153,4,244,13,failure
28269,61,blue-collar,married,primary,no,5,no,no,cellular,6,aug,562,2,94,3,success
28271,40,technician,married,secondary,no,0,yes,yes,cellular,26,jul,105,2,172,1,failure
28273,70,retired,married,secondary,no,616,no,no,cellular,27,apr,149,2,182,1,failure
28277,46,admin.,married,secondary,no,0,yes,no,cellular,26,oct,87,1,185,2,other
28288,24,admin.,married,secondary,no,61,yes,yes,cellular,7,may,278,1,343,2,other
28290,34,technician,single,secondary,no,1161,yes,no,cellular,20,apr,17,5,334,1,failure
28293,40,blue-collar,divorced,primary,no,4168,yes,no,cellular,29,jan,91,1,223,3,failure
28297,52,technician,married,secondary,no,117,no,no,cellular,26,feb,959,3,186,6,success
28301,31,technician,married,tertiary,no,1570,yes,no,cellular,8,mar,277,4,286,1,failure
28312,19,student,single,secondary,no,424,no,no,cellular,30,jun,121,3,195,2,other
28316,53,admin.,married,secondary,no,109,no,no,telephone,30,sep,431,1,120,1,success
28320,41,management,married,tertiary,no,2226,no,no,cellular,7,aug,182,2,99,1,failure
28321,30,self-employed,married,secondary,no,123,no,yes,telephone,17,jul,66,1,85,5,other
28323,64,retired,divorced,primary,no,109,no,no,cellular,23,jun,706,1,225,2,success
28333,30,technician,single,secondary,no,601,no,no,cellular,12,jun,80,3,105,1,failure
28334,84,retired,married,secondary,no,81204,no,no,telephone,28,dec,679,1,313,2,other
28337,37,management,married,tertiary,no,539,no,no,cellular,18,jan,540,2,115,3,failure
28344,33,management,single,tertiary,no,816,yes,no,cellular,11,oct,383,2,503,2,failure
28347,50,management,divorced,tertiary,no,2564,yes,no,cellular,21,nov,124,4,113,8,failure
28348,36,management,married,tertiary,no,481,yes,no,cellular,13,may,215,1,175,3,failure
28351,29,management,single,tertiary,no,187,yes,no,cellular,28,jan,154,2,555,2,failure
28361,39,management,married,tertiary,no,184,no,no,cellular,15,oct,206,1,168,5,failure
28363,32,technician,married,tertiary,no,1503,yes,yes,cellular,13,may,44,1,278,2,failure
28377,42,management,married,secondary,no,218,yes,no,cellular,12,may,134,2,361,1,failure
28380,22,student,single,secondary,no,2488,no,no,cellular,8,nov,449,2,38,10,other
28384,54,technician,married,secondary,no,10185,no,no,cellular,10,aug,559,1,70,2,other
28388,44,entrepreneur,married,secondary,no,320,yes,yes,cellular,5,feb,269,3,234,2,other
28389,32,technician,married,secondary,no,56,yes,no,cellular,8,may,126,1,359,5,other
28395,46,housemaid,married,primary,no,3512,no,no,cellular,30,oct,175,1,197,1,failure
28408,34,services,single,secondary,no,528,yes,no,cellular,2,sep,121,3,100,5,other
28409,54,management,married,secondary,no,2895,yes,no,cellular,9,feb,20,2,256,1,failure
28416,54,management,married,tertiary,no,6525,yes,no,cellular,19,nov,133,1,170,3,failure
28432,62,management,married,tertiary,no,0,no,no,cellular,13,apr,113,3,182,3,failure
28434,30,technician,single,tertiary,no,411,no,no,cellular,22,oct,127,3,149,2,failure
28435,46,technician,married,secondary,no,317,yes,yes,cellular,2,feb,24,7,250,1,failure
28444,33,management,single,tertiary,no,718,yes,no,cellular,18,oct,104,1,111,4,success
28458,30,management,single,tertiary,no,3773,yes,no,cellular,9,feb,75,4,258,1,failure
28466,45,management,married,tertiary,no,3857,yes,no,cellular,11,aug,425,2,190,1,failure
28474,33,services,single,secondary,no,2881,no,no,cellular,26,may,289,1,328,1,success
28477,31,admin.,single,secondary,no,1374,yes,no,cellular,18,may,290,2,370,1,failure
28479,50,admin.,single,primary,no,181,yes,no,cellular,15,may,119,4,372,3,failure
28481,56,entrepreneur,married,secondary,no,339,yes,no,cellular,26,may,251,1,98,3,other
28482,34,admin.,divorced,secondary,no,661,yes,no,cellular,3,feb,122,1,96,9,other
28484,27,admin.,single,primary,no,528,yes,yes,cellular,18,may,267,2,311,2,failure
28489,57,admin.,married,secondary,no,169,no,no,cellular,14,aug,180,1,106,2,failure
28490,45,housemaid,divorced,primary,no,221,no,no,cellular,2,feb,93,1,235,1,failure
28498,38,entrepreneur,married,tertiary,no,678,no,yes,cellular,18,nov,82,2,152,1,failure
28501,59,management,married,tertiary,no,1831,no,no,cellular,26,may,245,2,98,2,failure
28502,55,unemployed,married,tertiary,no,4809,yes,no,cellular,21,nov,223,2,186,3,other
28510,40,technician,single,secondary,no,2017,yes,no,cellular,28,jan,105,1,244,1,other
28530,46,management,married,tertiary,no,0,yes,no,cellular,17,dec,155,1,199,2,failure
28538,41,blue-collar,married,primary,no,201,yes,no,cellular,4,feb,69,1,1,1,success
28541,33,blue-collar,married,secondary,no,1,yes,no,cellular,15,may,67,4,178,3,failure
28561,40,blue-collar,married,secondary,no,755,no,no,cellular,17,nov,408,1,117,1,failure
28563,35,admin.,married,secondary,no,287,yes,no,cellular,2,feb,115,3,245,8,failure
28572,38,technician,single,tertiary,no,5122,yes,no,cellular,20,nov,370,1,184,1,failure
28585,34,technician,married,secondary,no,1072,no,yes,cellular,5,feb,136,1,252,2,failure
28587,30,management,single,tertiary,no,2,no,no,cellular,16,jun,102,1,85,1,failure
28590,35,technician,divorced,secondary,no,2823,yes,no,cellular,26,feb,74,1,24,1,failure
28598,58,admin.,married,secondary,no,580,no,yes,telephone,2,feb,161,3,5,3,other
28601,34,self-employed,married,tertiary,no,1545,yes,no,cellular,20,nov,895,1,183,2,failure
28611,34,services,married,secondary,no,1337,no,no,cellular,12,aug,255,2,104,1,success
28620,34,technician,single,tertiary,no,144,yes,yes,cellular,21,jul,213,3,89,16,failure
28621,54,technician,married,secondary,no,719,yes,no,cellular,2,feb,242,1,264,1,failure
28626,27,blue-collar,single,secondary,no,3145,no,no,cellular,25,jun,374,1,179,2,success
28630,32,services,married,secondary,no,687,no,no,cellular,14,may,415,3,296,2,other
28641,44,technician,married,tertiary,no,184,yes,yes,cellular,5,feb,653,3,8,2,other
28642,56,management,married,secondary,no,1928,no,no,cellular,16,mar,61,6,115,4,failure
28645,37,admin.,divorced,tertiary,no,43,yes,no,cellular,20,apr,328,2,264,2,failure
28648,32,self-employed,single,secondary,no,360,yes,no,cellular,9,feb,175,3,259,4,failure
28649,48,blue-collar,married,secondary,no,863,yes,no,telephone,4,may,412,5,350,2,success
28660,53,services,married,secondary,no,367,yes,yes,cellular,29,jan,155,1,261,2,failure
28662,46,management,divorced,tertiary,no,225,yes,no,cellular,14,may,201,1,345,1,other
28663,36,management,married,tertiary,no,2161,no,no,cellular,8,sep,708,2,183,5,success
28665,39,services,divorced,secondary,no,1957,yes,yes,cellular,16,apr,350,1,147,1,failure
28674,32,management,single,tertiary,no,935,no,no,cellular,10,aug,161,2,375,5,failure
28680,51,admin.,married,secondary,no,423,yes,yes,cellular,16,jul,84,5,183,2,failure
28690,58,retired,married,primary,no,565,no,no,telephone,8,oct,153,1,93,1,success
28705,23,blue-collar,single,primary,no,3198,yes,no,cellular,15,may,224,1,352,2,failure
28707,37,blue-collar,married,secondary,no,1165,yes,no,cellular,19,nov,62,3,190,4,success
28709,41,management,single,tertiary,no,195,no,no,cellular,20,nov,125,1,167,2,failure
28737,43,services,married,secondary,no,774,no,no,cellular,24,jun,482,1,91,2,success
28744,48,technician,married,primary,no,1375,yes,yes,cellular,21,nov,73,1,172,2,failure
28772,29,self-employed,married,tertiary,no,0,yes,no,cellular,7,may,253,2,302,1,failure
28792,55,blue-collar,divorced,secondary,no,4053,no,no,cellular,19,nov,113,1,166,2,failure
28805,37,entrepreneur,married,tertiary,no,264,yes,yes,cellular,20,nov,276,1,157,1,failure
28806,33,blue-collar,married,secondary,no,101,yes,no,cellular,15,may,235,2,361,4,failure
28807,41,admin.,married,tertiary,no,1536,no,no,cellular,7,aug,273,1,95,2,failure
28813,23,student,single,secondary,no,107,no,no,cellular,14,oct,84,1,183,1,success
28814,32,blue-collar,single,secondary,no,1415,yes,no,cellular,17,apr,645,1,345,1,failure
28820,60,blue-collar,married,primary,no,6271,yes,no,cellular,6,may,210,2,254,5,failure
28826,32,management,single,tertiary,no,1017,no,no,cellular,15,jul,166,7,163,1,failure
28837,31,services,single,secondary,no,342,yes,no,cellular,15,may,117,5,366,7,other
28844,40,technician,single,secondary,no,281,yes,no,cellular,11,may,7,11,360,2,other
28851,39,blue-collar,single,tertiary,no,172,yes,no,cellular,9,feb,125,2,183,2,failure
28857,36,management,single,tertiary,no,688,no,no,cellular,25,feb,293,3,268,2,failure
28860,26,blue-collar,single,secondary,no,2007,no,no,cellular,13,oct,194,1,92,5,success
28864,36,technician,married,secondary,no,319,yes,no,cellular,29,jan,29,1,266,1,failure
28868,47,admin.,married,secondary,no,1210,no,no,cellular,26,oct,604,1,91,4,failure
28878,57,management,married,tertiary,no,0,no,yes,cellular,30,jan,209,2,197,2,other
28883,32,technician,single,tertiary,no,1710,yes,no,cellular,15,may,439,1,175,3,other
28884,52,blue-collar,married,secondary,no,7225,no,no,cellular,19,nov,205,2,113,2,failure
28887,41,admin.,divorced,secondary,no,270,yes,no,cellular,6,apr,143,1,336,1,failure
28890,42,admin.,single,secondary,no,30,yes,no,cellular,4,feb,98,1,266,3,failure
28909,23,student,single,primary,no,1235,no,no,cellular,11,sep,122,2,91,3,failure
28912,43,management,married,tertiary,no,479,yes,no,cellular,6,feb,168,1,254,2,failure
28914,34,management,single,tertiary,no,747,no,no,cellular,31,aug,72,2,98,1,failure
28918,39,blue-collar,single,secondary,no,522,yes,no,telephone,14,may,225,7,350,2,failure
28929,46,blue-collar,married,primary,no,512,no,no,telephone,13,may,32,1,301,1,failure
28935,49,technician,married,secondary,no,177,yes,yes,cellular,28,jan,90,1,204,1,failure
28936,43,blue-collar,married,primary,no,223,yes,no,cellular,4,feb,112,2,204,2,other
28942,73,retired,married,primary,no,1388,no,no,cellular,20,jul,146,3,190,3,success
28944,29,admin.,single,secondary,no,25,yes,no,cellular,14,may,244,1,343,2,failure
28956,40,services,divorced,secondary,no,1155,no,yes,cellular,18,nov,175,1,138,1,failure
28964,47,blue-collar,married,primary,no,613,yes,no,cellular,29,jan,49,3,255,2,other
28969,36,services,divorced,secondary,no,543,yes,no,cellular,17,apr,101,1,269,2,failure
28974,32,services,divorced,secondary,no,41,yes,no,cellular,3,feb,251,4,187,11,other
28978,37,management,divorced,secondary,no,1448,yes,no,cellular,20,apr,196,2,283,2,failure
28980,44,blue-collar,married,secondary,no,294,yes,no,cellular,2,feb,246,1,259,2,failure
28989,55,technician,married,secondary,no,312,no,no,cellular,6,feb,13,8,9,3,other
28990,57,self-employed,married,tertiary,no,350,no,no,cellular,26,may,132,6,112,3,failure
28992,40,technician,single,secondary,no,287,yes,no,cellular,8,may,69,1,298,3,failure
29008,54,technician,married,secondary,no,2102,yes,no,cellular,5,apr,547,1,626,2,failure
29010,48,management,single,tertiary,no,159,no,no,telephone,7,jul,229,1,251,6,success
29013,53,blue-collar,single,secondary,no,1004,no,no,cellular,13,may,393,1,84,1,other
29019,56,management,married,tertiary,no,505,yes,yes,cellular,5,may,221,1,169,3,failure
29027,50,blue-collar,married,primary,no,216,yes,no,telephone,13,may,137,1,369,2,failure
29030,32,admin.,married,tertiary,no,118,no,no,cellular,21,nov,383,4,176,10,failure
29035,36,blue-collar,single,secondary,no,1822,yes,no,cellular,8,apr,952,1,323,1,other
29036,41,blue-collar,married,primary,no,2562,yes,no,cellular,20,nov,157,1,189,4,failure
29039,56,management,single,tertiary,no,6507,yes,yes,cellular,29,jan,134,1,196,1,failure
29050,58,admin.,married,secondary,no,169,no,no,cellular,13,may,336,3,87,5,success
29053,42,blue-collar,married,primary,no,402,no,no,cellular,13,may,31,7,330,17,failure
29057,28,technician,single,secondary,no,16,no,no,cellular,17,apr,268,1,333,1,failure
29060,39,admin.,married,secondary,no,217,yes,no,cellular,8,apr,284,1,308,4,failure
29066,37,admin.,single,tertiary,no,635,no,no,cellular,2,sep,238,1,464,2,failure
29070,35,management,single,tertiary,no,1494,yes,no,cellular,6,may,311,1,169,2,success
29074,35,admin.,single,secondary,no,1810,yes,no,cellular,25,aug,52,2,92,2,failure
29077,31,technician,single,secondary,no,2544,no,no,cellular,15,jul,252,1,184,3,success
29086,46,blue-collar,married,primary,no,0,yes,no,telephone,11,may,30,4,304,2,other
29087,33,services,married,secondary,no,174,yes,no,cellular,15,may,45,1,298,1,other
